crime_code,crime_code_desc,mocodes,all_crime_codes
230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417 1218 1822,230
331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,331
341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 2032 0344,341
330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,330
341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 1822 0910 0344,341
330,BURGLARY FROM VEHICLE,1307 1822 0329 1609 0344,330
330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,330
341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 2032,341
626,INTIMATE PARTNER - SIMPLE ASSAULT,1414 0416 1814 2000 1218,626
330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,330
343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0913 1402 0344 1803,"343, 997"
624,BATTERY - SIMPLE ASSAULT,0416 1402 0907,"624, 998"
420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,420
210,ROBBERY,2000 0448 0408 0429 0913 0344 1218 2001,210
310,BURGLARY,0344 0917 0321 1822,310
210,ROBBERY,0344 0416 0417 0429 1822 1414,210
745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0400,745
624,BATTERY - SIMPLE ASSAULT,0917 2004 0447 0329,624
761,BRANDISH WEAPON,0334 1822 0443 0319 0910,761
956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,956
740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1307 1202,740
330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822 0377,330
440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1414 2032 1202 1822,440
440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 1822,440
230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1309 0913 0447,"230, 998"
624,BATTERY - SIMPLE ASSAULT,0917 2004 0416,624
341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0917 0344 2004 2032 1822,341
330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822,330
740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0910 1402 0329 2048,"740, 998"
330,BURGLARY FROM VEHICLE,0329 0344 0385 1307 1609,330
648,ARSON,0329 1822 1414,648
510,VEHICLE - STOLEN,,510
330,BURGLARY FROM VEHICLE,0344 1609,330
442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0344,442
626,INTIMATE PARTNER - SIMPLE ASSAULT,2038 1300 0913 2000 0329 1814,"626, 740"
625,OTHER ASSAULT,1202 0345 0356 1822 0910,625
510,VEHICLE - STOLEN,,510
230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1414 0416 0429 1822 0910,230
230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1420 0416 0429 1822 0417 1218,230
330,BURGLARY FROM VEHICLE,1307 0344 1609 1414 1822 0329 1403,330
354,THEFT OF IDENTITY,,354
813,CHILD ANNOYING (17YRS & UNDER),0558 0913 0500,813
310,BURGLARY,1607 0358 0344,310
745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307 1822,745
956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,956
956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,956
956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,956
440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,440
